0:0	despite that , we do n't have the slightest chance of terrorism taking place .	N/A	despite that , there is not the slightest chance for terrorism .	N/A	1	1	0-0 1-1 2-2 7-6 8-7 9-8 10-9 11-10 14-11 3-3 3-4 3-5 4-3 4-4 4-5 5-3 5-4 5-5 6-3 6-4 6-5		 
2178:2178	iran did announce that kharazi would boycott the meeting because of statements made by the jordanian monarch abdullah ii in which he accused iran of interfering in iraqi affairs .	N/A	iran had already announced kharazi would boycott the conference after jordan 's king abdullah ii accused iran of meddling in iraq 's affairs .	N/A	1	1	0-0 2-3 4-4 5-5 6-6 7-7 8-8 14-10 14-11 15-10 15-11 16-12 17-13 18-14 22-15 23-16 24-17 25-18 26-19 27-20 27-21 28-22 29-23 1-1 1-2 9-9 10-9		 
2179:2179	just as anticipated , malaysian prime minister abdullah announced the dissolution of the parliament the day before yesterday and the general election for the new parliament will be held in the coming days .	N/A	as expected the malaysian prime minister abdullah announced the day before yesterday to dissolve the parliament and the new election will be held soon .	N/A	1	1	0-0 1-0 2-1 4-2 4-3 5-4 6-5 7-6 8-7 9-12 9-13 10-12 10-13 11-12 11-13 12-14 13-15 14-8 15-9 16-10 17-11 18-16 19-17 21-19 24-18 26-20 27-21 28-22 29-23 30-23 31-23 32-23 33-24		 
2180:2180	the quarrel between the two sides had finally turned into warfare . u.s. launched two surgical-type air raids on libya , code-named " operation prairie fire " and " operation el dorado canyon " .	N/A	the oral disputes turn into armed confrontation and us launched 2 surgical air attacks entitled " prairie fire " and " el dorado canyon " .	N/A	1	1	0-0 1-1 1-2 8-3 9-4 10-5 10-6 12-8 13-9 14-10 15-11 16-12 17-13 22-15 24-16 25-17 26-18 27-19 28-20 30-21 31-22 32-23 33-24 34-25 11-7 21-14		 
2181:2181	taib is currently attending an international alumni conference in the city of adelaide .	N/A	taib mahmud is attending an international alumni meeting in adelaide .	N/A	1	1	0-0 0-1 1-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-9 11-9 12-9 13-10		 
2182:2182	hizbollah had fired its anti aircraft weapons at the end of september on israeli aircraft in south lebanon .	N/A	hizballah fired anti-aircraft rounds at israeli planes at the end of september .	N/A	1	1	0-0 1-1 2-1 4-2 5-2 6-3 7-7 8-8 9-9 10-10 11-11 12-4 13-5 14-6 18-12		 
2183:2183	it is expected that moratinos will depart damascus in the afternoon.1	N/A	moratinos is expected to leave damascus this afternoon .	N/A	1	1	1-1 2-2 4-0 5-3 6-4 7-5 8-6 9-6 10-7 10-8		 
2184:2184	present at the conference were government delegations from the above six countries and representatives from some international organizations and agencies .	N/A	representatives from the above six countries and some international organizations and institutions were at the conference .	N/A	1	1	1-13 2-14 3-15 4-12 5-0 6-0 7-1 8-2 9-3 10-4 11-5 12-6 15-7 16-8 17-9 18-10 19-11 20-16		 
2185:2185	- it will provide more business opportunities for hong kong .	N/A	- hong kong meets more trade opportunities .	N/A	1	1	0-0 3-3 4-4 5-5 6-6 7-3 8-1 9-2 10-7		 
2186:2186	a document of philippine military intelligence bureau indicates that malaysian troops had once been attempting to occupy a reef beach that belongs to the philippines .	N/A	a document from philippino military intelligence shows that malaysian troops once attempted to occupy a reef belonging to the philippines .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-5 7-6 8-7 9-8 10-9 12-10 13-11 14-11 15-12 16-13 17-14 18-15 19-15 20-16 21-16 22-17 23-18 24-19 25-20		 
2187:2187	on one occasion , chinese officials ordered them down in tibet , where china has jurisdiction , but following intervention by british and american diplomats , china rescinded this order .	N/A	chinese officials once ordered them to land on china 's tibet , which was canceled through negotiations by british and american diplomats .	N/A	1	1	0-2 1-2 2-2 4-0 5-1 6-3 7-4 8-5 8-6 9-7 10-10 16-11 17-15 18-15 19-16 20-17 21-18 22-19 23-20 24-21 27-14 30-22 12-8 12-9 13-8 13-9 14-8 14-9 15-8 15-9		 
2188:2188	he said , so far there has n't been sufficient evidence to prove that china has indeed exported the missile technology to these two countries .	N/A	he said there was not enough evidence that china did provide missile technology to the two countries .	N/A	1	1	0-0 1-1 5-2 6-3 7-4 9-5 10-6 13-7 14-8 17-10 18-11 19-11 20-12 21-13 22-14 23-15 24-16 25-17 11-6 12-6 15-9 16-9		 
2189:2189	the earliest units were introduced in 1991 . at present , all the units introduced in the first three stages have been built and occupied .	N/A	the earliest phase was in 1991 . the first three phases have been built and in inhabitancy .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-4 6-5 7-6 16-7 17-8 18-9 19-10 20-11 21-12 22-13 23-14 24-15 24-16 25-17		 
2190:2190	askar akayev showed high appreciation of the results of talks with premier li peng .	N/A	akayev spoke highly the meeting results with premier li peng .	N/A	1	1	0-0 1-0 2-1 2-2 3-1 3-2 4-1 4-2 5-1 5-2 6-3 7-5 9-4 10-6 11-7 12-8 13-9 14-10		 
2191:2191	the last meeting for the quartet was held in germany on may 30 .	N/A	the quartet last met in germany on may 30 .	N/A	1	1	0-0 1-2 2-3 4-1 5-1 7-4 8-4 9-5 10-6 11-7 12-8 13-9		 
2192:2192	the sale price level for housing in all of 2005 increased 9.7 % compared with that of last year , but the increase rate fell 6.2 percentage points compared with that of last year .	N/A	housing sales price levels for the entire year of 2005 grew 9.7 % , with a 6.2 percentage point fall in scope of growth .	N/A	1	1	0-5 1-1 2-2 3-3 4-4 5-0 7-6 7-7 8-8 9-9 10-10 11-11 12-12 14-14 19-13 25-16 26-17 27-18 29-14 31-22 34-24 13-14 28-14 30-20 30-21 30-23		 
2193:2193	alqaddafi 's last visit to egypt goes back to last march before the suspension of the air embargo which had been imposed on libya since 1992 .	N/A	gaddafi made his last visit to egypt last march before the suspension of the air embargo imposed on libya in 1992 .	N/A	1	1	0-0 2-3 3-4 4-5 5-6 9-7 10-8 11-9 12-10 13-11 14-12 15-13 16-14 17-15 21-16 22-17 23-18 24-19 25-20 26-21 1-1 1-2		 
2194:2194	at present , president clinton is in an eventful period , many people inside and outside of america expressed their strong dissatisfaction and criticisms because of his pink news .	N/A	now president clinton is in great trouble , some americans have expressed their strong complaints and criticism over his sex scandal .	N/A	1	1	0-0 1-0 3-1 4-2 5-3 6-4 10-7 12-9 13-9 14-9 15-9 16-9 17-9 18-11 19-12 20-13 21-14 22-15 23-16 26-18 29-21 7-5 7-6 8-5 8-6 9-5 9-6 11-8 18-10 24-17 25-17 27-19 27-20 28-19 28-20		 
2195:2195	the investment from these first ten countries and regions in china accounts for as much as 91 % of the foreign capital actually utilized in the country .	N/A	the investment of the 10 countries and areas made up 91 % of total foreign capital all over the country .	N/A	1	1	0-0 1-1 2-2 3-3 5-4 6-5 7-6 8-7 11-8 11-9 12-8 12-9 16-10 17-11 18-12 19-13 20-14 21-15 24-17 25-18 26-19 27-20		 
2196:2196	he went on to say " it is wrong to say that egypt has diverted the course of the nile river ...	N/A	" it is totally wrong to say that egypt diverted the nile 's flow ...	N/A	1	1	5-0 6-1 7-2 8-4 9-5 10-6 11-7 12-8 14-9 15-13 16-13 17-12 18-10 19-11 20-11 21-14 13-9		 
2197:2197	please listen to another report filed by voice of america reporter grant from jakarta .	N/A	here is another report from jakarta by voa reporter gland .	N/A	1	1	3-2 4-3 6-6 7-7 8-7 9-7 10-8 12-4 13-5 14-10 11-9		 
2198:2198	among these relics , the bronze dings had very elegant craving on them and demonstrated sophisticated craftsmanship . these relics help reveal the style of bronze casting during western zhou period .	N/A	the bronze pots , delicately made and beautifully designed , bear a style of bronze ware making techniques of western zhou dynasty .	N/A	1	1	3-3 4-0 5-1 6-2 13-6 17-9 21-10 22-11 23-12 24-13 25-14 27-18 28-19 29-20 30-21 31-22 8-4 8-5 9-4 9-5 10-4 10-5 14-7 14-8 15-7 15-8 16-7 16-8 26-16 26-17		 
2199:2199	he stated that investors from russia and western countries had already been out patience while waiting for the real economic reform .	N/A	he indicated that russian and western investors had already tired of waiting for true economic reform .	N/A	1	1	0-0 1-1 2-2 3-6 5-3 6-4 7-5 8-5 9-7 10-8 12-9 13-9 14-10 15-11 16-12 17-13 18-13 19-14 20-15 21-16		 
2200:2200	andriatti explained that , " the objective is to exchange expertise and establish new friendly ties between the armies of both countries . "	N/A	andreata explained , the goal is to exchange expertise and create new bonds of friendship between the two armies .	N/A	1	1	0-0 1-1 2-1 3-2 5-3 6-4 7-5 8-6 9-7 10-8 11-9 12-10 13-11 14-13 14-14 15-12 16-15 17-16 18-17 18-18 19-17 19-18 20-17 20-18 21-17 21-18 22-19		 
2201:2201	he told the reporter that most of these young looters must have heard about the riot here and have rushed over from places outside chinatown .	N/A	he told the correspondent most of the young looters came from areas outside china town after hearing about the riots .	N/A	1	1	0-0 1-1 2-2 3-3 5-4 6-5 7-6 8-7 9-8 12-16 13-17 14-18 15-19 19-9 20-9 21-10 22-11 23-12 24-13 24-14 25-20		 
2202:2202	washington 3 october / chinkhoi / the following is the headline news reported by major american newspapers today .	N/A	washington october 3 / xinhua today 's breaking news in leading american journals .	N/A	1	1	0-0 1-2 2-1 3-3 5-3 9-7 10-7 11-8 14-10 15-11 16-12 17-5 18-13 4-4 8-6 12-9 13-9		 
2203:2203	in april this year , an escaped prisoner of war said he knew that there were about 50 - 60 south korean soldiers were poisoned in north korea .	N/A	this april an escaped pow said that he knew now 50 or 60 more south korean soldiers were imprisoned in north korea .	N/A	1	1	0-1 1-1 2-0 3-0 5-2 6-3 7-4 8-4 9-4 10-5 10-6 11-7 12-8 17-10 19-12 20-14 21-15 22-16 23-17 24-18 25-19 26-20 27-21 28-22 13-9 14-9 15-9 18-11		 
2204:2204	in 1991 dorr was checked and found prostate cancer . doctors said that he had recovered after receiving an operation .	N/A	dole was diagnosed with prostate cancer in 1991 . doctors said he recovered after the treatments .	N/A	1	1	0-6 1-7 3-1 4-2 4-3 5-2 5-3 6-2 6-3 7-4 8-5 9-8 10-9 11-10 12-10 13-11 15-12 16-13 17-14 17-15 18-14 18-15 19-14 19-15 20-16 2-0 14-12		 
2205:2205	this is actually the necessary condition stated in the several bills put forward by the senate some time ago .	N/A	in fact this was a necessary condition mentioned by the senate 's last few proposals .	N/A	1	1	0-2 1-3 2-0 2-1 4-5 5-6 6-7 7-8 9-13 10-14 11-11 12-11 13-11 14-9 15-10 19-15 3-4		 
2206:2206	in his opinion , many new athletes from our country took part in this contest .	N/A	he thought many of our players are green hand in this contest .	N/A	1	1	0-0 0-1 1-0 1-1 2-0 2-1 4-2 4-3 6-5 8-4 9-4 10-9 11-9 12-9 13-10 14-11 15-12 5-6 5-7 5-8		 
2207:2207	hanafi has refuted claims that the failures are a result of the company selling more phone lines than the system could accommodate .	N/A	hanafi denied that the outages are due to the company selling more lines than the network can handle .	N/A	1	1	0-0 4-2 5-3 6-4 7-5 8-6 8-7 9-6 9-7 10-6 10-7 11-8 12-9 13-10 14-11 15-12 16-12 17-13 18-14 19-15 20-16 21-17 22-18 1-1 2-1 3-1		 
2208:2208	the evidence for this is that this leadership has not , in 12 years , held elections in iraqi kurdistan , despite the possibility of doing so each year .	N/A	the evidence for that is that the leadership has not , for 12 years , held elections , despite its feasibility every year .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 20-17 21-18 23-20 24-20 25-20 26-20 27-21 28-22 29-23 6-6 22-19		 
2209:2209	the lebanese prime minister , saleem al-huss , inaugurated the conference .	N/A	the lebanese pm saleem al hass inaugurated the conference .	N/A	1	1	0-0 1-1 2-2 3-2 5-3 6-4 6-5 8-6 9-7 10-8 11-9		 
2210:2210	i think there is a great possibility that he will be found guilty on the charges " .	N/A	i think he will be judged as guilty in all possibilities . "	N/A	1	1	0-0 1-1 8-2 9-3 10-4 11-5 11-6 12-7 13-7 14-7 15-7 16-12 17-11 2-8 2-9 2-10 3-8 3-9 3-10 4-8 4-9 4-10 5-8 5-9 5-10 6-8 6-9 6-10 7-8 7-9 7-10		 
2211:2211	it seems that giuliani , after all , is pretty much the trump card that bush may count on for winning the votes .	N/A	it seems that giuliani can truly be regarded as a safe trump card for bush to win the votes .	N/A	1	1	0-0 1-1 2-2 3-3 12-11 13-12 14-13 15-14 16-15 17-15 18-15 19-15 20-16 21-17 22-18 23-19 8-4 8-6 8-7 8-8 9-5 10-5		 
2212:2212	on monday , a spokesman for the monitors indicated in pristina that the current situation is calm in kosovo province of yugoslavia .	N/A	a spokesman with the observers said in pristina that the situation in the yugoslav kosovo province was calm .	N/A	1	1	3-0 4-1 5-2 6-3 7-4 8-5 9-6 10-7 11-8 12-9 14-10 15-16 16-17 17-11 18-14 19-15 21-13 22-18		 
2213:2213	" the important thing is that the meeting results in a continuation of the -lsb- peace -rsb- process . "	N/A	what is important is that the meeting leads to the resumption of the peace process .	N/A	1	1	1-0 1-1 1-2 2-0 2-1 2-2 3-0 3-1 3-2 4-3 5-4 6-5 7-6 8-7 8-8 9-7 9-8 10-9 11-10 12-11 13-12 15-13 17-14 18-15		 
2214:2214	he added that it had been brought down in the western province of farah in the country .	N/A	he added that it was downed in the western farah region of the country .	N/A	1	1	0-0 1-1 2-2 3-3 6-5 7-5 8-6 9-7 10-8 11-10 12-9 13-9 14-11 15-12 16-13 17-14 4-4 5-4		 
2215:2215	the philippines president ramos attended the ceremony and handed out medals , prize money and certificates to the six outstanding persons as winners of this year 's magsaysay prize .	N/A	the philippine president ramos attended the ceremony and awarded medals , cash prize and certificates to the 6 preeminent figures .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-8 10-9 11-10 12-12 13-11 14-13 15-14 16-15 17-16 18-17 19-18 20-19 29-20		 
2216:2216	shamma combines in his playing the marvelous technical skill and the strong musical sense ; a feature that has attracted the attention of arab critics specialized in music .	N/A	shama combines his strong feelings with wonderful lute technical skills , which attracted the attention of arab music critics .	N/A	1	1	0-0 1-1 6-6 7-8 8-9 11-3 14-10 15-11 16-11 17-11 19-12 20-13 21-14 22-15 23-16 24-18 27-17 28-19 10-2 12-4 13-4 25-17 26-17		 
2217:2217	meanwhile , france also expressed its regret over the actions the u.s. and britain were forced to take .	N/A	in addition , france showed their regret for american and british action .	N/A	1	1	0-0 0-1 1-2 2-3 4-4 5-5 6-6 7-7 8-11 9-11 10-8 11-8 12-9 13-10 18-12		 
2218:2218	the report added that government forces fought with attackers from the abu sayyaf group , which led them to escape .	N/A	the report added that government forces returned fire , forcing the attackers to flee .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 6-7 7-6 7-7 8-6 8-7 14-8 15-9 16-9 18-12 19-13 20-14 17-10 17-11		 
2219:2219	currently , a subsidiary of siemens of germany is coordinating with a local company in thailand on a separate 23 km electronic train construction project in bangkok .	N/A	siemens of germany is currently co-operating with a thailand company to lay 23 kilometers of tracks for an electrical railway in bangkok .	N/A	1	1	0-4 2-0 3-0 4-0 5-0 6-1 7-2 8-3 9-5 10-6 11-7 13-9 14-8 15-8 19-12 20-13 21-18 22-19 23-19 24-19 25-20 26-21 27-22		 
2220:2220	the issue of weapons in reality includes two levels : the legality of weapons and the administration of jurisdiction over armed forces .	N/A	the armed wing issue includes two aspects of weapons ' legitimacy and ownership and control of armed wings .	N/A	1	1	0-0 1-1 1-2 1-3 2-7 3-8 6-4 7-5 8-6 10-10 11-10 14-11 15-12 15-13 15-14 16-12 16-13 16-14 17-12 17-13 17-14 18-12 18-13 18-14 19-15 20-16 21-17 22-18 9-9		 
2221:2221	the lebanese resistance group , hizbollah , yesterday opened anti-aircraft artillery fire on the israeli fighter planes in the south of lebanon .	N/A	hezbollah , the lebanese resistance group , fired anti-aircraft guns at the israeli fighters in southern lebanon .	N/A	1	1	0-2 1-3 2-4 3-5 4-1 5-0 6-6 8-7 9-8 10-8 11-9 12-10 13-11 14-12 15-13 16-13 17-14 18-15 19-15 20-15 21-16 22-17 4-6 6-1		 
2222:2222	a massive amount of rain fell at the end of last week throughout tunisia following years of drought and was accompanied by low temperatures and strong , cold winds .	N/A	cold weather and strong winds were accompanied by heavy rains all over tunisia last weekend following years of draught .	N/A	1	1	1-8 2-8 3-8 4-9 10-13 11-14 12-10 12-11 13-12 14-15 15-16 16-17 17-18 19-5 20-6 21-7 24-2 25-3 27-0 28-4 29-19 22-0 22-1 23-0 23-1 28-1		 
2223:2223	the constitutional reform would strip a major part of the president 's existing powers .	N/A	the constitutional reform will dilute most of the president 's powers .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-5 7-5 8-6 9-7 10-8 11-9 13-10 14-11		 
2224:2224	agnelli announced : " we will reduce production of our vehicles by about 100 thousand units by the end of the year . "	N/A	agnelli announced , we will reduce car production by about 100,000 by the end of this year . ?	N/A	1	1	0-0 1-1 2-2 4-3 5-4 6-5 7-7 9-6 10-6 11-8 12-9 13-10 14-10 15-10 16-11 17-12 18-13 19-14 20-15 21-16 22-17 23-18		 
